,title,singer,albumName,score,lyrics,youtube
116,내 생애 가장 행복한 시간 Part.2 (Feat. 양다일),MC몽,CHANNEL 8,67,"곧바로 데리러 갈게
조금만 참고 거기서 기다려봐
헤어지는 마지막 
할머니 한마디 문득 기억이 나
보고 싶고 두렵고 미안
길을 자주 잃어버린 시간
할머니 품에 안겨
라면 하나 끓여 주면 울음을 그쳐

나쁜 사람 아닌 
나뿐인 사람을 찾고 울고
그 울던 아인 자라 
못된 사람으로 살고 울고
그땐 그랬지만 이젠 숨고 살어
별명 My life is 존버
뉴스는 매일 탑을 찍네
못 봐 댓글은 내 피로 범벅

정신병이 너무 많아 
내 머릿속엔 한가득
요새 말 요새 리듬 너무 빨라 
난 느리거든

사랑한단 그 말이 더 듣고 싶어
혼자서 외치고 되묻던
그대의 미소 눈물을 만지며
말해 그대가 있음에
또 다른 행복에 시작

열등감만 찌들어 갈 바엔
그냥 Bye Bye Bye
암담한 시선으로 볼 바엔
그냥 Bye Bye Bye
사람들이 말해
부질없는 일에 
시간 버리는 놈은 되지 말라고
모두들 야속해 남이 가진 기쁨을 보고
손가락질하는 모습도

아침보다 밤이 더
어울려 익숙한 패턴
잦은 술자리에 불러도
작업실에 그냥 갇혀 살아 나
Happiness ain’t too far
아마 햇빛은 또 뜰까
무대 위가 그리워
무대 위가 그리워

정신병이 너무 많아
내 머릿속엔 한가득
요새 말 요새 리듬은
너무 빨라 난 느리거든

사랑한단 그 말이 더 듣고 싶어
혼자서 외치고 되묻던
그대의 미소 눈물을 만지며
말해 그대가 있음에
또 다른 행복에 시작

난 너에게 갈게
더 빠르게 뛰는 심장
내 마음이 벅차서
내 생애 가장 소중한 행복한 눈물

난 누군가에게는 재앙이고
누군가에게는 영웅
사계절이 또 뭐야?
그저 기다렸지 난 봄을
누군가에게는 재앙이고
누군가에게는 영웅
또 누군가에게는 친구
또 누군가에게는 등신이야
난 누군가에게는 재앙이고
누군가에게는 영웅
사계절이 또 뭐야?
그저 기다렸지 난 봄을
누군가에게는 재앙이고
누군가에게는 영웅
또 누군가에게는 친구
또 누군가에게는 등신이야
 
사랑한단 그 말이 더 듣고 싶어
혼자서 외치고 되묻던
그대의 미소 눈물을 만지며
말해 그대가 있음에
또 다른 행복에 시작

내가 더 잘 사는 게 복수래
미안 그 말에 동의할 수가 없네
터무니없어 그런 말 보통
그럼 내가 누구를 안아줘야 해

그대의 미소 눈물을 만지며
말해 그대가 있음에
또 다른 행복에 시작",0
117,맵고짜고단거 (Feat. 페노메코),다이나믹듀오,OFF DUTY,66,"요즘엔 몇 가지 재미밖에 없네
알콜 카페인 소금 설탕
해가 질 때만 되면 땡기네
취기와 탄수화물 열량
벌주고 병 주고 약 주는 게
이 도시가 만든 닭장
오늘 밤도 결국엔 안주와 약 주고
탈탈 비우고 빈병 주는 거
하루에 반 이상 money on my mind
스토킹 바로 직전의 짝사랑
평생 상견례 할 일 없어 너와 난
픽은 신사임당 그걸 관음 하는 환자
선동 분열 폭력 젠더 이슈
여야 나눠 남녀 서로 갈굼
탈출하고파 이 불바다를
구명조끼는 유튜브로
밤 되면 동공 키우는 부엉이들
얼굴과 배에 소금 부자 부었지들
게임이나 하다가
뭣 좀 먹으러 갈까
헛짓거리 하다 물린다고
손 조심해 손 가만둬 손
우리끼리 술잔이나 굴리자고
아씨 끊었는데 한 대만 줘 봐
오늘 밤도 맵고짜고단거
기왕이면 맵고짜고단거
맵고짜고단거
기왕이면 맵고짜고단거
Give me that give me that give me that
낭만은 가고 쾌락만 남았지
의미는 가고 껍질만 남았지
향기는 날아가고 자극만 남았지
다 막히고 뚫린 게 입이라 자극만 탐하지
더 맵게 더 짜게 좀 더 달콤하게
뻘뻘 땀을 흘리면서 먹을 때
비로소 나는 무료함의 벽을 깨
자극적인 맛들 입속에서 섞을 때
내 침샘은 폭발해 짜릿하게 혼나네
(음 그만해 살찌는 건 곤란해
다들 잘 알잖아 돼지는 폼 안 나네)
야 미쳤어? 너 지금 장난해?
이 퍽퍽한 세상 먹을 때만 살만해
주식했다 물리고 사기로 뜯기고 하느니
차라리 맛난 거 먹고 배나 불리고
너무 쏟아지니 무비고 뮤비고 하는 것도
이젠 위로 아닌 피로 역시 답은 술이여
왜 자꾸 머리 아프게 편가르고
나누고 서로를 지지고 볶아
가운데서 보는 나는 지치고 속 타서
맛있는 안주나 지지고 볶아
맵고짜고단거
맵고짜고단거
맵고짜고단거
맵고짜고단거
내 말이 넌 들리기나 할런지
남이사 내 편 아님 안 들어
허구언 날 시시콜콜 이슈 퍼나르기 바뻐
우리 코난들
돌아와 주세요 솔로몬 판사님
쟤네들이 절 가만 안 둬요
역시는 역시 낮과 밤도
구별이 안 가는 여기는 한반도
간이 좀 짠 게 좋아 상관 말고
안줏거리라도 만들어 봐 브라더
4k 티비 시대에도 흑백색 빼곤 안 보여
삿대질로 버튼을 누른 뒤
사라지면 맵고짜고단거 나오는 자판기
건강 좀 나빠지면 어때요
이게 대세래 요즘엔 없어서 난리
밤마다 밤마다
국밥에 밥 말아
배가 좀 부르다면
소화나 시키러 가자
Fuck up great hunger
너가 걍 매일 하던 거
힘 좀 빼고 살자
먹다가 배부르고 지치면 남겨
맵고짜고단거
웬만하면 맵고짜고단거
이왕이면 맵고짜고단거
웬만하면 맵고짜고단거
Give me that give me that give me that",0
118,봄날,방탄소년단,YOU NEVER WALK ALONE,65,Non,0
119,성탄절 장미 (Feat.이바다),오반,성탄절 장미 (Feat.이바다),63,Non,0
120,안녕 겨울,정승환,십이월 이십오일의 고백,62,"유난히 바람이 찬 어느 날
무심한 계절처럼 그대가 오겠죠
알고 있어요 또 멀어질 거란 걸
천천히 잊을게요 그대 없이도
혼자 남지 않게

또 겨울이 오네요
시리도록 하얀
첫눈이 내리면
그대도 올까요
여전히 나 혼자
끝맺지 못한 말
여기에 남겨요
늦었지만, 사랑해요

하루씩 그대를 잊어가요
그보다 더 슬픈 건 무뎌짐이겠죠
알고 있어요 늘 같은 자리란 걸
아무리 돌아서도 
그댈 향해 서 있는
그게 나라는 걸

또 겨울이 오네요
슬프도록 하얀
첫눈이 내리면
그대도 볼까요
어쩌면 나처럼
울고 있을까요
그대의 잘못이 아닌 걸요

서로의 손을 이제는 놓기로 해요
천천히 사라질 온기로 
마지막 인사를 나눠요
그동안 고마웠어요
그대여 이젠 안녕

어디에 있든 어떤 모습이든
그대로의 그댈 사랑해요
닿지 않겠지만
늦더라도 부디 행복해요",0
121,Gravity,태연 (TAEYEON),Purpose - The 2nd Album,61,"난 온기 없는 어둠 속을
유영하듯 헤매어
손을 내밀어도 결국
돌아오는 공허함
반복된 상처에 굳게
또 맘을 잠그고 나 홀로 견디고
그 순간 마주친 넌 따스한 느낌
틈 사이로 어루만진 포근한 손길
위태롭던 내게 넌 Gravity
방황하던 날 강렬하게 이끈 힘
외로운 시간들을 지나
드디어 제자리를 찾아
더 끌어안아줘 날
위태롭던 내게 넌 Gravity
늘 모르는 척했던 감정
익숙했던 지난날
넌 아무것도 묻지 않고
늘 나의 곁을 지켰어
길었던 시간들 지나
결국엔 너였어 이대로 날 안아
멀게만 느껴졌던 다정한 온기
나 지금은 너로 인해 느낄 수 있어
위태롭던 내게 넌 Gravity
방황하던 날 강렬하게 이끈 힘
외로운 시간들을 지나
드디어 제자리를 찾아
더 끌어안아줘 날
위태롭던 내게 넌 Gravity
항상 같은 곳에서 내 곁에서
Yeah 전해준 온기
날 지켜준 한 사람 단 한 사람
Yeah 너라는 이유
끝없이 넌 날 이끈 Gravity
변함없이 날 따스하게 감싸지
혼자인 시간들을 지나
운명의 끝에서 널 만나
더 끌어안아줘 날
끝없이 넌 날 이끈 Gravity",0
122,이별은 늘 그렇게 (Duet. 정은지),허각,이별은 늘 그렇게,60,Non,0
123,이별행동,이우,이별행동,59,Non,0
124,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해,58,Non,0
125,노래방에서,장범준,장범준 3집,58,"나는 사랑이 어떻게 이뤄지는 지 연구 했지
여러가지 상황의 수를 계산 해 봤지
그땐 내가 좀 못 생겨서 흑흑
니가 좋아하는 노랠 알아내는 것은 필수
가성이 많이 들어가서 마이크 조절이 
굉장히 조심스러웠었지

그렇게 노래방으로 가서 
그녀가 좋아하는 노랠해
무심한 척 준비안한 척 노랠 불렀네 어어
그렇게 내가 노랠 부른뒤 
그녀의 반응을 상상하고
좀더 잘 불러볼걸 노랠 흥얼 거렸네

사랑때문에 노랠 연습하는 건 자연의 이치
날으는 새들도 모두 사랑노래 부르는 게 
뭔가 가능성만 열어 준다면
근데 그년 남자친구가 있었지 그것은 내 실수
그 후로 혼자 노래방에서 복잡한 맘을 달랬네
몇 달을 혼자 노래방에 갔는지

그렇게 노래방이 취미가 되고 
그녀가 좋아하는 노랠해
괜찮은 척 안슬픈 척 노랠 불렀네 어어
그렇게 내가 노랠 부른뒤 
우연히 집에 가려 하는데
갑자기 그녀가 노래방에 가자 하네

그렇게 나는 그녀를 따라 걸어보지만
괜찮은 척 사실 난 너무 많이 떨려요
그녀 아무렇지 않아도 
나는 아무렇지 않지 않아요
근데 그녀는 나를 바라보고는 
자기도 지금 아무 렇지 않지 않대요 
무슨 말이 냐고 물어보네

그렇게 노래방을 나오고 
그녀를 집에 데려다 준뒤
무슨일 인가 괜찮은 건가 멍해 버렸네 어어
핸드폰도 없는 늦은 새벽 집에서 
계속 잠은 안오고
그녀가 좋아하던 노랠 흥얼 거렸네.        
그녀가 좋아하던 노랠 흥얼 거렸네.",0
126,안녕이라는 말,송이한,안녕이라는 말,57,Non,0
127,다시 만날까 봐,V.O.S.,다시 만날까 봐,57,"인스타로 몰래 보는 너의 하루들
누가 봐도 헤어진 티를 내
팔로우 다 끊고서 좋아요는 왜 눌렀니
참 바보 같은 사람이야

잘 먹지도 못하는 술은 왜 매일 마시고
늘 예쁜 얼굴 많이 야위었어

혼자 있으면 나도 그래
술이 없으면 못 자고 많이 괴로워해
이럴 거면 우리 미친 척하고 다시 만날까 봐
다시 시작할까 봐

친구들 만나는 거 그렇게 좋아하면서
집에만 있니 더 우울하게

혼자 있으면 나도 그래
누구도 만나기 싫어 숨고만 싶은데
이럴 거면 우리 미친 척하고 다시 만날까 봐
다시 시작할까 봐

못 잊을 거야 너와 추억한 지난날들을
난 아직까지도 너무나 선명해
그렇게 선명한 만큼 지키고픈 우리 기억들이
잊혀지는 게 정말 많이 두려워

혼자 있으면 나도 그래
늘 혼자 센척했지만 많이 두려워해
이럴 거면 우리 미친 척하고 다시 만날까 봐
다시 시작할까 봐

우리 여기서 끝나면 안 돼",0
128,이상한 사람,존 박(John Park),동백꽃 필 무렵 (KBS2 수목드라마) OST - Part.1,56,"잊으려고 애써왔던 것들
잊고 살아왔던 말들
소용없다 믿던 것들
너무 많은데
그댄 그런 모든 걸 
한가득 안고서
나를 보며 웃고 있어
그댄 나를 또 한 번
설레게 만드는
이상한 사람

내가 알던 세상은 모든 게
어려웠는데 
몰랐었던 모든 곳이
아름다웠다
그댄 그런 모든 걸 
한가득 안고서
나를 보며 웃고 있어요
그댄 나를 또 한 번 
설레게 만드는
이상한 사람

우리 둘은
얼마나 오래 
같이 걷게 될까
이런 것이 궁금해지면 
사랑인걸까

그댄 나를 또 한 번 
긴 꿈을 꾸게 해
안 다쳤던 어린 날처럼
조심스레 또 한 번 
설레이는 맘이
사랑인가 봐

그댄 나를 또 한 번 
긴 꿈을 꾸게 해
안 다쳤던 어린 날처럼
조심스레 또 한 번 
설레이는 맘이
사랑인가 봐 
사랑인가 봐",0
129,Lose You To Love Me,Selena Gomez(셀레나 고메즈),Lose You To Love Me,55,"You promised the world and I fell for it
I put you first and you adored it
Set fires to my forest
And you let it burn
Sang off key in my chorus
'Cause it wasn't yours
I saw the signs and I ignored it
Rose colored glasses all distorted
Set fire to my purpose
And I let it burn
You got off on the hurtin'
When it wasn't yours yeah
We'd always go into it blindly
I needed to lose you to find me
This dancing was killing me softly
I needed to hate you to love me yeah
To love love yeah
To love love yeah
To love yeah
I needed to lose you to love me yeah
To love love yeah
To love love yeah
To love yeah
I needed to lose you to love me
I gave my all and they all know it
You tore me down and now it's showing
In two months you replaced us
Like it was easy
Made me think I deserved it
In the thick of healing yeah
We'd always go into it blindly
I needed to lose you to find me
This dancing was killing me softly
I needed to hate you to love me yeah
To love love yeah
To love love yeah
To love yeah
I needed to lose you to love me yeah
To love love yeah
To love love yeah
To love yeah
I needed to lose you to love me
You promised the world and I fell for it
I put you first and you adored it
Set fires to my forest
And you let it burn
Sang off key in my chorus
To love love yeah
To love love yeah
To love yeah
I needed to hate you to love me yeah
To love love yeah
To love love yeah
To love yeah
I needed to lose you to love me
To love love yeah
To love love yeah
To love yeah
And now the chapter is closed and done
To love love yeah
To love love yeah
To love yeah
And now it's goodbye it's goodbye for us",0
130,넌 나의 전부 (I can`t take my eyes off you),임한별,넌 나의 전부/고백하러 가는 길,54,Non,0
131,그때가 좋았어,케이시 (Kassy),그때가 좋았어,54,"이젠 내가 편하니
작은 설렘조차 욕심이겠지
항상 곁에 있어서
계속 함께 있을 줄 알았나 봐

음 반복되는 시간에 지쳐가
더 이상 함께 웃을 일도 없어

봄처럼 따뜻했던
그때가 좋았어
너 하나로 충분했던
그때가 좋았어

헤어지고 나서야
깨닫게 됐어
참 좋았구나
참 예뻤구나 우리
지난날에 그때가 참 좋았어
그때 그때
그때 그때 음

이미 너도 다 알잖아
돌이킬 수 없이 멀리 왔다는 거
억지로 더 노력해도
안되는 건 어쩔 수가 없더라

음 우리 언제 이렇게 됐을까
더는 너를 만날 자신이 없어

봄처럼 따뜻했던
그때가 좋았어
행복해서 눈물 나던
그때가 좋았어

헤어지고 나서야
깨닫게 됐어
참 좋았구나
참 예뻤구나 우리
지난날에 그때가 참 좋았어

가진 것도 없고 초라했어도
서로만으로 충분했으니까 우린

너라서 좋았어
행복했어

사랑이 전부였던
그때가 좋았어
그때 알았더라면
더 사랑할 걸 
더 안아줄 걸
후회가 돼

사랑했던 우리가 참 그리워
그때 그때
그때 그때 음",0
132,FLOWER SHOWER,현아,FLOWER SHOWER,53,"I just wanna be your flower
새빨개요 난
향기로운 향기로 벌떼들이 꼬여
혹 시들어도 don't you worry
다시 피잖아
피어나는 내 color 시선들이 모여
빤히 나를 바라봐 그런 관심이 난
싫지 않아 싫지 않아 eh eh
다시 피어나는 꽃
Just gotta let it go OK
Can you hear me now
이제 꽃길로 나 걸어갈 거야
그래 꽃들로 샤워할 거야
Take a flower shower
(Woo hoo woo hoo)
쏟아지는 flower
Sing it sing it babe
Wing it wing it babe
Bring it bring it babe
꽃향기가 나네 eh eh
Like doomda doomda
Like doomda doomda
Imma be forever young 새파래요 난
봄이 오면 Get Set Go 새로 피어나요
서두르지 마 계절처럼 돌아오잖아
머리부터 발끝까지 현아는 빨개요
날 좀 내버려 둬봐 마음에 없는 말
Give me your like
Give me your like eh eh
장미꽃이잖아 feel이 꽂히잖아 OK
Let's sing this song
이제 꽃길로 나 걸어갈 거야
그래 꽃들로 샤워할 거야
Take a flower shower
(Woo hoo woo hoo)
쏟아지는 flower
Sing it sing it babe
Wing it wing it babe
Bring it bring it babe
꽃향기가 나네 eh eh
영원할 거라 믿어 어느 날의 꽃처럼
우리는 왜 모르는 걸까
아님 모른 체하는 걸까 eh eh
질 때 지더라도 활짝 필래
하늘 하늘 하늘에 날리네
Never give up
And I say never say never ooh
Take a flower shower
쏟아지는 flower
Sing it sing it babe
Wing it wing it babe
Bring it bring it babe
꽃향기가 나네 eh eh",0
133,눈치,폴킴(Paul Kim),유플래쉬,52,"내 얘기 좀 들어 봐

난 말야
어릴 적 친구들이 하는 말들에 
너무 관심을 둬서 너무 휘둘렸어
(내 삶의 주인공은 나니까)
지나가던 사람들
의미 없이 던지는 말들에 또  
상처받고 힘들어했지 Uh
(내 삶의 주인공은 나니까)
끝없이 날아오는 화살들을
여태 요리조리 피해
(Ddu du ddu du ddup ddu du)
잘 지내왔는데
무슨 말을 해도
아무 소용 없는 것 같아
무슨 말을 해도
들리지가 않는 것 같아
하고 싶은 것도 가고 싶은 곳도 
아직 너무 많은데
왜 자꾸 안 된다고만 하니 

또 눈치 보지 난
아무 말도 못 하고
들리지 않는 내 목소리
시간은 자꾸만 가고
아직 보고 있어 네 눈치

Yeah 너를 너무 사랑해서
모두 네게 맞춰주고팠어
I can do anything 문자 봤어?
폰도 보기 힘들겠지 바빠서 Yeah
방해될까 봐 귀찮을까 봐 음
혹시 잘까 봐 그럼 깰까 봐 Yeah
이런 날 알면 답답할까 봐
눈치만 보다가
이 밤이 지나간다
너무 보고 싶어
지금 너를 봐야 할 것 같아
전화기를 들어
너의 번호를 누를까 말까
제발 눈치 없이
누군가 내 폰 좀 뺏어가서
통화 버튼을 대신
눌러주면 좋겠어 

또 눈치 보지 난
아무 말도 못 하고 
들리지 않는 내 목소리 
시간은 자꾸만 가고 
아직 보고 있어 네 눈치

Don’t worry 솔직해도 돼
내가 뭘 잘못한 건지
내게 되묻고 있어 왜
꼬던 다릴 풀지 않아도 돼
네 말투도 굳이 안 바꿔도 돼 Yeah
다혜야 눈치 보지 마 
너무 사랑스러우니까 
솔직한 니 모습을 보여줘 Yeah
솔직한 니 마음을 보여줘

더 눈치 보지 마
커져가는 마음처럼
더욱 가까워지는 우리
시간은 깊어만 가고
다시 보고 있어
눈치 보지 마
커져가는 마음처럼
더욱 가까워지는 우리
시간은 깊어만 가고
난 또 보고 있어 네 눈치",0
134,All Falls Down (Feat. Noah Cyrus & Digital Farm Animals),Alan Walker,Different World,52,"What's the trick?
I wish I knew
I'm so done with thinking through
all the things I could've been
And I know you wonder too
All it takes is that one look you do
and I run right back to you
You crossed the line
and it's time to say ＂F you＂

What's the point in saying that
when you know how I'll react?
You think you can
just take it back,
but shit just don't work like that
You're the drug that I'm addicted to,
and I want you so bad
Guess I'm stuck with you,
and that's that

'Cause when it
all falls down, then whatever
When it don't work out for the better
If it just ain't right,
and it's time to say goodbye
When it all falls down,
when it all falls down
I'll be fine, I'll be fine
You're the drug that I'm addicted to
And I want you so bad,
but I'll be fine

Why we fight?
I don't know
We say what hurts the most
Oh, I try staying cold,
but you take it personal
All these firing shots
and making ground
It's way too hard to cope,
but I still can't let you go

'Cause when it
all falls down, then whatever
When it don't work out for the better
If it just ain't right,
and it's time to say goodbye
When it all falls down,
when it all falls down
I'll be fine, I'll be fine
You're the drug that I'm addicted to
And I want you so bad,
but I'll be fine

I'll be fine-ine-fine, fine-ine-ine
(All falls down, falling down)
I'll be fine-ine-fine, fine-ine-ine
(All falls down)
I'll be fine-ine-fine, fine-ine-ine
(All falls down, falling down)
I'll be fine-ine-fine, fine
(All falls down)

'Cause when it
all falls down, then whatever
(Then whatever, babe)
When it don't work out
for the better (For the better)
If we just ain't right,
and it's time to say goodbye
When it all falls down
(When it all, when it all)
When it all falls down
(When it all falls down)
I'll be fine (Fine, fine, fine),
I'll be fine (I'll be fine)
You're the drug that I'm addicted to
And I want you so bad,
but I'll be fine (I'll be fine),
and that's that",0
135,빌었어,창모(CHANGMO),Boyhood,50,"옛날 옛날에
남양주시 와부읍
덕소리에서 자란 한 소년이 있었어요
아이는 주머니에 아무것도 없었지만
어머니의 사랑은 가득해
항상 웃음 짓던 소년이였죠
어느 날 그 소년 앞에
금을 두른 부자가 나타났답니다
부자는 그에게 물었어요
너에게 미래를 줄 테니
지금 이 순간을 나와 바꾸지 않겠니?
나 평생 꿈만을 꿨죠
알잖아요 꿈은 안 들잖아 돈
나 이 순간을 나 평생 떠올렸죠
친구들이 대학을 갈 때
난 한강에 가서 술을 마셨네
되뇌이면서 세상은 날 싫어해
그렇지 그렇지 그럴만했어
그때는 몰라 그리고 애써
알려고 하지도 않잖아
눈물을 흘렸지 내 방 속에서
눈물 흘려 여의도에서
두 눈물 맛이 달라 아
빌었어
빌었어 밤마다
이럴 땐 술김에
오그라들게
두 손을 모으고 말야
빌었어
빌었어 밤마다
나 무교잖아
근데 하늘에다가
비는 걸 보면 있나 봐
내 소원을 들어줄 어떤 이
쌈마이 삶에도 볕들 날
오긴 하네 젠장 오늘 밤
제게 말이 안 되는 일이 일어났어요 엄마
지금 시간은 열두시 반
작업 실행 막차 끊길 시간
지금 The Quiett 그분 집 밑에 있어요 엄마
걸어가도 괜찮을 만한 기분이에요
여친한테도 전화했네요
걔 또한 활짝 웃더라구요 저는 울었네요
표현 안돼요 제 기분이
엄마 보내줄게 저 먼 Italy
유유 걱정하지마
이제 너는 공부만 하면은 돼
형이 계약금도 준대
이건 줄래 엄마께
일단 비밀 아빠껜
아빠가 시장 사람들에게
말씀할 수도 있으니까
일단은 비밀로 햇 쉿
밥은 잘 챙기니 걱정 마 조만간 덕소 갈게
Bye mom
나 평생 꿈만을 꿨죠
알잖아요 꿈은 안 들잖아 돈
나 이 순간을 나 평생 떠올렸죠
친구들이 대학을 갈 때
난 한강에 가서 술을 마셨네
되뇌이면서 세상은 날 싫어해
그렇지 그렇지 그럴만했어
그때는 몰라 그리고 애써
알려고 하지도 않잖아
눈물을 흘렸지 내 방 속에서
눈물 흘려 여의도에서
두 눈물 맛이 달라 아
빌었어
빌었어 밤마다
이럴 땐 술김에
오그라들게
두 손을 모으고 말야
빌었어
빌었어 밤마다
나 무교잖아
근데 하늘에다가
비는 걸 보면 있나 봐
내 소원을 들어줄 하느님",0
136,On My Way,Alan Walker & Sabrina Carpenter & Farruko,On My Way,49,"I'm sorry but
Don't wanna talk
I need a moment before I go
It's nothing personal

I draw the blinds
They don't need to see me cry
'Cause even if they understand
They don't understand

So then when I'm finished
I'm all 'bout my business
And ready to save the world
I'm taking my misery
Make it my bitch
Can't be everyone's favorite girl

So take aim and fire away
I've never been so wide awake
No, nobody but me can keep me safe
And I'm on my way
The blood moon is on the rise
The fire burning in my eyes
No, nobody but me can keep me safe
And I'm on my way

(Ya, ya)
(Farru, yeah, guaya)
Lo siento mucho (Farru), pero me voy (Eh)
Porque a tu lado me di
cuenta que nada soy (Eh-ey)
Y me canse de luchar
y de guerrear en vano
De estar en la linea de fuego
y de meter la mano
Acepto mis errore', tambien soy humano
Y tu no ve' que lo hago
porque te amo (Pum-pum-pum-pum)

Pero ya (Ya)
no tengo mas na' que hacer aqui (Aqui)
Me voy, llego la hora 'e partir (Partir)
De mi propio camino, seguir lejos de ti

So take aim and fire away
I've never been so wide awake
No, nobody but me can keep me safe
And I'm on my way
The blood moon is on the rise 
(Is on the rise, na-na)
The fire burning in my eyes 
(The fire burning in my eyes)
No, nobody but me can keep me safe
And I'm on my way

(I'm on my way)

Everybody, everybody keep me safe
Everybody, everybody keep me safe
Everybody, everybody keep me safe
Everybody, everybody on my way

So take aim and fire away
I've never been so wide awake
No, nobody but me can keep me safe
And I'm on my way
The blood moon is on the rise
The fire burning in my eyes
No, nobody but me can keep me safe
And I'm on my way",0
137,When I Am Older,Josh Gad(조쉬 개드),Frozen 2 (겨울왕국 2 OST),46,"What was that? Samantha?
This will all make sense when I am older
Someday I will see that this makes sense
One day when I'm old and wise
I'll think back and realize
That these were all completely normal events
Ah
I'll have all the answers when I'm older
Like why we're in this dark enchanted wood
I know in a couple years
These will seems like childish fears
And so I know this isn't bad it's good
Excuse me
Growing up means adapting
Puzzling at your world and your place
When I'm more mature
I'll feel totally secure
Being watched by something
With a creepy creepy face
Ahhhhh ahhhhh
See that will all make sense when I am older
So there's no need to be terrified or tense
I'll just dream about a time
When I'm in my age of prime
'Cause when you're older
Absolutely everything makes sense
This is fine",0
138,The Next Right Thing,Kristen Bell(크리스틴 벨),Frozen 2 (겨울왕국 2 OST),44,"I've seen dark before
But not like this
This is cold
This is empty
This is numb
The life I knew is over
The light's are out
Hello darkness
I'm ready to succumb
I follow you around
I always have
But you've gone to a place I cannot find
This grief has a gravity
It pulls me down
But a tiny voice whispers in my mind
You are lost hope is gone
But you must go on
And do the next right thing
Can there be a day beyond this night?
I don't know anymore what is true
I can't find my direction I'm all alone
The only star that guided me was you
How to rise from the floor
When it's not you I'm rising for?
Just do the next right thing
Take a step step again
It is all that I can to do
The next right thing
I won't look too far ahead
It's too much for me to take
But break it down to this next breath
This next step
This next choice is one that I can make
So I'll walk through this night
Stumbling blindly toward the light
And do the next right thing
And with the dawn what comes then?
When it's clear that everything will
Never be the same again
Then I'll make the choice
To hear that voice
And do the next right thing",0
139,Way Back Home,숀 (SHAUN),Take,42,"멈춘 시간 속
잠든 너를 찾아가
아무리 막아도
결국 너의 곁인 걸
 
길고 긴 여행을 끝내
이젠 돌아가
너라는 집으로
지금 다시
way back home

아무리 힘껏 닫아도
다시 열린 서랍 같아
하늘로 높이 날린 넌
자꾸 내게 되돌아와
힘들게 삼킨 이별도
다 그대로인 걸
oh oh oh
 
수없이 떠난 길 위에서
난 너를 발견하고
비우려 했던 맘은 또
이렇게 너로 차올라
 
발걸음의 끝에
늘 니가 부딪혀
그만
그만

멈춘 시간 속
잠든 너를 찾아가
아무리 막아도
결국 너의 곁인 걸
 
길고 긴 여행을 끝내
이젠 돌아가
너라는 집으로
지금 다시
way back home

조용히 잠든 방을 열어
기억을 꺼내 들어
부서진 시간 위에서
선명히 너는 떠올라

길 잃은 맘 속에
널 가둔 채 살아
그만
그만

멈춘 시간 속
잠든 너를 찾아가
아무리 막아도
결국 너의 곁인 걸

길고 긴 여행을 끝내
이젠 돌아가
너라는 집으로
지금 다시
way back home

세상을 뒤집어
찾으려 해
오직 너로 완결된
이야기를
모든 걸 잃어도
난 너 하나면 돼

빛이 다 꺼진 여기
나를 안아줘

눈을 감으면
소리 없이 밀려와
이 마음 그 위로
넌 또 한 겹 쌓여가

내겐 그 누구도 아닌
니가 필요해
돌아와 내 곁에
그날까지
I'm not done",0
140,내 목소리 들리니,벤,호텔 델루나 OST Part.9 (tvN 토일드라마),40,"오랫동안 나는 울고 있어요 
그대 마음이 보이지 않아서 
그대 앞에 내가 여기 서있는데
왜 그대는 날 보지 않나요
내 목소리 들리니 
이토록 절실한 내 마음 모르니
늘 가슴 아파 매일 이렇게
내 맘에 담아 두고 이렇게 살고 있어 끝내
난 아무 말도 못하고 살아 
미친 듯 불러도 대답이 없는 너 
이렇게 멀리서 지금도 여기서 살아
 
난 아직도 그댈 향해 있어요
나의 그리움 멈추지 않아서
언젠가는 날 돌아봐주겠지만 
이렇게 난 전하고 싶은 말
 
내 목소리 들리니 
이토록 절실한 내 마음 모르니 
늘 가슴 아파 매일 이렇게 
내 맘에 담아 두고 이렇게 살고 있어 끝내
난 아무 말도 못하고 살아 
미친 듯 불러도 대답이 없는 너 
이렇게 멀리서 지금도 여기서 살아
 
늘 가슴 아파 눈물 흘린대도 
내 마음 너의 자리로
사랑한다 말하고 
뒤돌아서는 내 마음을 모르고 
내 가슴속에 이렇게 살아 
나 사는 동안 네가 아프게 할걸 알아
사랑해 눈물로 내가 또 고백하는 말 
나 여기 있을게 
나는 또 여기서 늘 항상 여기서 살아",0
141,합정역 5번 출구,유산슬,뽕포유,39,"나는 상수 너는 망원
한 정거장 전에 내려
터벅 터벅 걷고 있는
이별을 앞에 둔 연인
합치면 정이 되는 합정인데
왜 우리는 갈라서야 하나
바람이 분다 사랑이 운다
아 합정역 5번 출구
정이 많아 정이 넘쳐
합정인 줄 알았는데
어쩌다가 그 역에서
이별을 불러야 하나
합치면 정이 되는 합정인데
왜 우리는 갈라서야 하나
바람이 분다 사랑이 운다
아 합정역 5번 출구
합치면 정이 되는 합정인데
왜 우리는 갈라서야 하나
바람이 분다 사랑이 운다
아 합정역 5번 출구
아 합정역 5번 출구",0
